"animal","sample","dose.kg.t","n","pH","buff.int"
"Afgasset","L87",12.5,2,5.59484709912714,45.9371684351239
"Afgasset","L87",12.625,2,5.5347351350926,44.2307369488162
"Afgasset","L87",12.75,2,5.46384963355105,41.9288542373125
"Afgasset","L87",12.875,2,5.36416017266116,38.8399644579655
"Afgasset","L87",13,2,5.19934476776075,34.7798434666748
"Afgasset","L87",13.125,2,4.96972493689828,29.5680982191843
"Afgasset","L87",13.25,2,4.67696871904649,23.0301865369025
"Afgasset","L87",13.375,2,4.32272907451749,14.9965136021365
"Afgasset","Rybjerg Biogas",0,2,7.86,NA
"Afgasset","Rybjerg Biogas",0.125,2,7.81970620349809,NA
"Afgasset","Rybjerg Biogas",0.25,2,7.78216018656956,NA
"Afgasset","Rybjerg Biogas",0.375,2,7.7470860600028,NA
"Afgasset","Rybjerg Biogas",0.5,2,7.71420793458623,NA
"Afgasset","Rybjerg Biogas",0.625,2,7.68324992110826,NA
"Afgasset","Rybjerg Biogas",0.75,2,7.65393611780576,NA
"Afgasset","Rybjerg Biogas",0.875,2,7.62595474759474,NA
"Afgasset","Rybjerg Biogas",1,2,7.59883134969431,NA
"Afgasset","Rybjerg Biogas",1.125,2,7.57201617353987,NA
"Afgasset","Rybjerg Biogas",1.25,2,7.54495733438166,NA
"Afgasset","Rybjerg Biogas",1.375,2,7.51710294746992,NA
"Afgasset","Rybjerg Biogas",1.5,2,7.48790163011593,NA
"Afgasset","Rybjerg Biogas",1.625,2,7.45700436905924,NA
"Afgasset","Rybjerg Biogas",1.75,2,7.42468467379542,NA
"Afgasset","Rybjerg Biogas",1.875,2,7.39168526985989,NA
"Afgasset","Rybjerg Biogas",2,2,7.3588342501937,NA
"Afgasset","Rybjerg Biogas",2.125,2,7.32695970773791,NA
"Afgasset","Rybjerg Biogas",2.25,2,7.29688730488016,NA
"Afgasset","Rybjerg Biogas",2.375,2,7.26909584982934,NA
"Afgasset","Rybjerg Biogas",2.5,2,7.24336280483042,NA
"Afgasset","Rybjerg Biogas",2.625,2,7.21942707224241,NA
"Afgasset","Rybjerg Biogas",2.75,2,7.19706690487957,NA
"Afgasset","Rybjerg Biogas",2.875,2,7.17606178284028,NA
"Afgasset","Rybjerg Biogas",3,2,7.15619413578574,NA
"Afgasset","Rybjerg Biogas",3.125,2,7.13745399480941,NA
"Afgasset","Rybjerg Biogas",3.25,2,7.12016915912695,NA
"Afgasset","Rybjerg Biogas",3.375,2,7.10424701137828,NA
"Afgasset","Rybjerg Biogas",3.5,2,7.08969652832252,NA
"Afgasset","Rybjerg Biogas",3.625,2,7.07684231338614,NA
"Afgasset","Rybjerg Biogas",3.75,2,7.06603307621019,NA
"Afgasset","Rybjerg Biogas",3.875,2,7.05775907596359,NA
"Afgasset","Rybjerg Biogas",4,2,7.05220494202043,NA
"Afgasset","Rybjerg Biogas",4.125,2,7.04908623424586,NA
"Afgasset","Rybjerg Biogas",4.25,2,7.04682283927847,NA
"Afgasset","Rybjerg Biogas",4.375,2,7.04509892779019,NA
"Afgasset","Rybjerg Biogas",4.5,2,7.0437513997653,NA
"Afgasset","Rybjerg Biogas",4.625,2,7.04259709308991,NA
"Afgasset","Rybjerg Biogas",4.75,2,7.0414610060083,NA
"Afgasset","Rybjerg Biogas",4.875,2,7.04017110090663,NA
"Afgasset","Rybjerg Biogas",5,2,7.03855534017104,NA
"Afgasset","Rybjerg Biogas",5.125,2,7.03644168618767,NA
"Afgasset","Rybjerg Biogas",5.25,2,7.03292672580519,NA
"Afgasset","Rybjerg Biogas",5.375,2,7.02494175585792,NA
"Afgasset","Rybjerg Biogas",5.5,2,7.01368520781711,NA
"Afgasset","Rybjerg Biogas",5.625,2,7.00092827621946,NA
"Afgasset","Rybjerg Biogas",5.75,2,6.98843829921646,NA
"Afgasset","Rybjerg Biogas",5.875,2,6.977935636935,NA
"Afgasset","Rybjerg Biogas",6,2,6.97073186110379,NA
"Afgasset","Rybjerg Biogas",6.125,2,6.96595464217116,NA
"Afgasset","Rybjerg Biogas",6.25,2,6.96263120227202,NA
"Afgasset","Rybjerg Biogas",6.375,2,6.95986496650827,NA
"Afgasset","Rybjerg Biogas",6.5,2,6.95670520750499,NA
"Afgasset","Rybjerg Biogas",6.625,2,6.95027624699406,NA
"Afgasset","Rybjerg Biogas",6.75,2,6.93964041414247,NA
"Afgasset","Rybjerg Biogas",6.875,2,6.92592763298533,NA
"Afgasset","Rybjerg Biogas",7,2,6.91070263344459,NA
"Afgasset","Rybjerg Biogas",7.125,2,6.89553567919145,NA
"Afgasset","Rybjerg Biogas",7.25,2,6.88199703389713,NA
"Afgasset","Rybjerg Biogas",7.375,2,6.87133147321475,NA
"Afgasset","Rybjerg Biogas",7.5,2,6.86341777598776,NA
"Afgasset","Rybjerg Biogas",7.625,2,6.85779860602335,NA
"Afgasset","Rybjerg Biogas",7.75,2,6.85381165524941,NA
"Afgasset","Rybjerg Biogas",7.875,2,6.85079314500699,NA
"Afgasset","Rybjerg Biogas",8,2,6.84807929663711,NA
"Afgasset","Rybjerg Biogas",8.125,2,6.84500691635057,NA
"Afgasset","Rybjerg Biogas",8.25,2,6.8410595903309,NA
"Afgasset","Rybjerg Biogas",8.375,2,6.83622972831635,NA
"Afgasset","Rybjerg Biogas",8.5,2,6.83065103027949,NA
"Afgasset","Rybjerg Biogas",8.625,2,6.82445741977048,NA
"Afgasset","Rybjerg Biogas",8.75,2,6.81778282033951,NA
"Afgasset","Rybjerg Biogas",8.875,2,6.81076115553675,NA
"Afgasset","Rybjerg Biogas",9,2,6.80353088605176,NA
"Afgasset","Rybjerg Biogas",9.125,2,6.79620740742774,NA
"Afgasset","Rybjerg Biogas",9.25,2,6.78887709362284,NA
"Afgasset","Rybjerg Biogas",9.375,2,6.78162585942678,NA
"Afgasset","Rybjerg Biogas",9.5,2,6.77453961962928,NA
"Afgasset","Rybjerg Biogas",9.625,2,6.76770428873917,NA
"Afgasset","Rybjerg Biogas",9.75,2,6.76109705173248,NA
"Afgasset","Rybjerg Biogas",9.875,2,6.75441132164126,NA
"Afgasset","Rybjerg Biogas",10,2,6.74749819308175,NA
"Afgasset","Rybjerg Biogas",10.125,2,6.74023716674634,NA
"Afgasset","Rybjerg Biogas",10.25,2,6.73250774332746,NA
"Afgasset","Rybjerg Biogas",10.375,2,6.72418953087082,NA
"Afgasset","Rybjerg Biogas",10.5,2,6.715342062497,NA
"Afgasset","Rybjerg Biogas",10.625,2,6.70651875488909,NA
"Afgasset","Rybjerg Biogas",10.75,2,6.69796148015729,NA
"Afgasset","Rybjerg Biogas",10.875,2,6.68971840189228,NA
"Afgasset","Rybjerg Biogas",11,2,6.68183659579364,NA
"Afgasset","Rybjerg Biogas",11.125,2,6.67436247287196,NA
"Afgasset","Rybjerg Biogas",11.25,2,6.66712787523262,NA
"Afgasset","Rybjerg Biogas",11.375,2,6.65944616271571,NA
"Afgasset","Rybjerg Biogas",11.5,2,6.65075542334317,NA
"Afgasset","Rybjerg Biogas",11.625,2,6.64082967725274,NA
"Afgasset","Rybjerg Biogas",11.75,2,6.62947461194808,NA
"Afgasset","Rybjerg Biogas",11.875,2,6.61649766974797,NA
"Afgasset","Rybjerg Biogas",12,2,6.60192328210113,NA
"Afgasset","Rybjerg Biogas",12.125,2,6.58619983363863,NA
"Afgasset","Rybjerg Biogas",12.25,2,6.56947184101512,NA
"Afgasset","Rybjerg Biogas",12.375,2,6.55190112871436,NA
"Afgasset","Rybjerg Biogas",12.5,2,6.53454437538983,NA
"Afgasset","Rybjerg Biogas",12.625,2,6.51847381333632,NA
"Afgasset","Rybjerg Biogas",12.75,2,6.50462869217989,NA
"Afgasset","Rybjerg Biogas",12.875,2,6.49373795135559,NA
"Afgasset","Rybjerg Biogas",13,2,6.48626975419503,NA
"Afgasset","Rybjerg Biogas",13.125,2,6.47984677712437,NA
"Afgasset","Rybjerg Biogas",13.25,2,6.47363298091847,NA
"Afgasset","Rybjerg Biogas",13.375,2,6.46755959077216,NA
"Afgasset","Rybjerg Biogas",13.5,2,6.46151505850011,NA
"Afgasset","Rybjerg Biogas",13.625,2,6.45533282458273,NA
"Afgasset","Rybjerg Biogas",13.75,2,6.4488427080846,NA
"Afgasset","Rybjerg Biogas",13.875,2,6.44183772950209,NA
"Afgasset","Rybjerg Biogas",14,2,6.43389514659721,NA
"Afgasset","Rybjerg Biogas",14.125,2,6.42452017400036,NA
"Afgasset","Rybjerg Biogas",14.25,2,6.41337729030786,NA
"Afgasset","Rybjerg Biogas",14.375,2,6.40029810370161,NA
"Afgasset","Rybjerg Biogas",14.5,2,6.38512212576033,NA
"Afgasset","Rybjerg Biogas",14.625,2,6.36701955792704,NA
"Afgasset","Rybjerg Biogas",14.75,2,6.34057395547332,NA
"Afgasset","Rybjerg Biogas",14.875,2,6.30713378502008,NA
"Afgasset","Rybjerg Biogas",15,2,6.26967985057471,NA
"Afgasset","Rybjerg Biogas",15.125,2,6.23108298114694,NA
"Afgasset","Rybjerg Biogas",15.25,2,6.19421046007752,NA
"Afgasset","Rybjerg Biogas",15.375,2,6.16192957070717,NA
"Afgasset","Rybjerg Biogas",15.5,2,6.13546314649797,NA
"Afgasset","Rybjerg Biogas",15.625,2,6.11255980038358,NA
"Afgasset","Rybjerg Biogas",15.75,2,6.09136021039893,NA
"Afgasset","Rybjerg Biogas",15.875,2,6.06998747400413,NA
"Afgasset","Rybjerg Biogas",16,2,6.04656416949474,NA
"Afgasset","Rybjerg Biogas",16.125,2,6.01921287516636,NA
"Afgasset","Rybjerg Biogas",16.25,2,5.9861002575861,NA
"Afgasset","Rybjerg Biogas",16.375,2,5.94677838360775,NA
"Afgasset","Rybjerg Biogas",16.5,2,5.90253834379119,NA
"Afgasset","Rybjerg Biogas",16.625,2,5.85483771132031,NA
"Afgasset","Rybjerg Biogas",16.75,2,5.80513491147206,NA
"Afgasset","Rybjerg Biogas",16.875,2,5.75488836952341,NA
"Afgasset","Rybjerg Biogas",17,2,5.70555651075129,NA
"Afgasset","Rybjerg Biogas",17.125,2,5.65827698574217,NA
"Afgasset","Rybjerg Biogas",17.25,2,5.61275821231092,NA
"Afgasset","Rybjerg Biogas",17.375,2,5.56831237151307,NA
"Afgasset","Rybjerg Biogas",17.5,2,5.52425168481581,NA
"Afgasset","Rybjerg Biogas",17.625,2,5.4798883736863,NA
"Afgasset","Rybjerg Biogas",17.75,2,5.43453465959174,NA
"Afgasset","Rybjerg Biogas",17.875,2,5.38746479954384,NA
"Afgasset","Rybjerg Biogas",18,2,5.338127532842,NA
"Afgasset","Rybjerg Biogas",18.125,2,5.28638963726372,NA
"Afgasset","Rybjerg Biogas",18.25,2,5.2321432707711,NA
"Afgasset","Rybjerg Biogas",18.375,2,5.17528059132626,NA
"Afgasset","Rybjerg Biogas",18.5,2,5.1156937568913,NA
"Afgasset","Rybjerg Biogas",18.625,2,5.05340895968922,NA
"Afgasset","Rybjerg Biogas",18.75,2,4.98897213080825,NA
"Afgasset","Rybjerg Biogas",18.875,2,4.92270201380264,NA
"Afgasset","Rybjerg Biogas",19,2,4.85481697019255,NA
"Afgasset","Rybjerg Biogas",19.125,2,4.78553536149814,NA
"Afgasset","Rybjerg Biogas",19.25,2,4.71507554857356,NA
"Afgasset","Rybjerg Biogas",19.375,2,4.64362192700224,NA
"Afgasset","Rybjerg Biogas",19.5,2,4.57123685889281,NA
"Afgasset","Rybjerg Biogas",19.625,2,4.49801473632543,NA
"Afgasset","Rybjerg Biogas",19.75,2,4.42410652680593,NA
"Afgasset","Rybjerg Biogas",19.875,2,4.34966535114286,NA
"Afgasset","Thorsø Biogas",0,2,7.86,1430.48486508195
"Afgasset","Thorsø Biogas",0.125,2,7.83504423651147,1214.26648059901
"Afgasset","Thorsø Biogas",0.25,2,7.81029478441439,1020.54025686993
"Afgasset","Thorsø Biogas",0.375,2,7.78578781096456,848.14267106342
"Afgasset","Thorsø Biogas",0.5,2,7.76155948341776,695.910200348192
"Afgasset","Thorsø Biogas",0.625,2,7.73764596902981,562.679321892962
"Afgasset","Thorsø Biogas",0.75,2,7.71408343505648,447.286512866443
"Afgasset","Thorsø Biogas",0.875,2,7.69082767070247,348.572340759238
"Afgasset","Thorsø Biogas",1,2,7.66710439113985,265.405283471383
"Afgasset","Thorsø Biogas",1.125,2,7.64191247787045,196.665475106996
"Afgasset","Thorsø Biogas",1.25,2,7.61427079700552,141.233088755771
"Afgasset","Thorsø Biogas",1.375,2,7.58319821465634,97.988297507407
"Afgasset","Thorsø Biogas",1.5,2,7.54771359693418,65.8112744515989
"Afgasset","Thorsø Biogas",1.625,2,7.50680240699501,43.5720801888584
"Afgasset","Thorsø Biogas",1.75,2,7.45999684048007,29.9421225552156
"Afgasset","Thorsø Biogas",1.875,2,7.40900875271071,23.3028374887528
"Afgasset","Thorsø Biogas",2,2,7.35592296799719,21.9988490723253
"Afgasset","Thorsø Biogas",2.125,2,7.30282431064979,24.3747813887889
"Afgasset","Thorsø Biogas",2.25,2,7.25179760497875,28.775258520999
"Afgasset","Thorsø Biogas",2.375,2,7.20494193501349,33.5540642313715
"Afgasset","Thorsø Biogas",2.5,2,7.16451164318108,37.3889307086642
"Afgasset","Thorsø Biogas",2.625,2,7.1308584049286,40.1385216791263
"Afgasset","Thorsø Biogas",2.75,2,7.10295859986815,42.2370387159374
"Afgasset","Thorsø Biogas",2.875,2,7.07976899471239,44.1266044905355
"Afgasset","Thorsø Biogas",3,2,7.06024635617399,46.2493416743586
"Afgasset","Thorsø Biogas",3.125,2,7.04334520316262,49.0450540060875
"Afgasset","Thorsø Biogas",3.25,2,7.02785102269119,52.7746406635554
"Afgasset","Thorsø Biogas",3.375,2,7.01278727863429,57.4102880043857
"Afgasset","Thorsø Biogas",3.5,2,6.99817508285124,62.9228683058365
"Afgasset","Thorsø Biogas",3.625,2,6.98415247145435,69.2864481384864
"Afgasset","Thorsø Biogas",3.75,2,6.97085748055596,76.4750940729141
"Afgasset","Thorsø Biogas",3.875,2,6.95842820403898,84.4630492180031
"Afgasset","Thorsø Biogas",4,2,6.94704431945915,93.3516302243287
"Afgasset","Thorsø Biogas",4.125,2,6.93695120856273,103.524657520456
"Afgasset","Thorsø Biogas",4.25,2,6.92806884199045,114.946185543472
"Afgasset","Thorsø Biogas",4.375,2,6.92016917256167,127.37445883465
"Afgasset","Thorsø Biogas",4.5,2,6.91302358580705,140.566933154355
"Afgasset","Thorsø Biogas",4.625,2,6.90640346725723,154.281064262947
"Afgasset","Thorsø Biogas",4.75,2,6.90008718573144,168.204641088281
"Afgasset","Thorsø Biogas",4.875,2,6.89388896092343,181.720052786009
"Afgasset","Thorsø Biogas",5,2,6.88778417907226,194.91434422929
"Afgasset","Thorsø Biogas",5.125,2,6.88195676190077,208.971676970373
"Afgasset","Thorsø Biogas",5.25,2,6.87660577526027,225.155887754678
"Afgasset","Thorsø Biogas",5.375,2,6.87193028500208,244.730813327627
"Afgasset","Thorsø Biogas",5.5,2,6.86800006215558,268.911701029799
"Afgasset","Thorsø Biogas",5.625,2,6.86466643604013,298.524997133093
"Afgasset","Thorsø Biogas",5.75,2,6.86196695763058,333.680096854994
"Afgasset","Thorsø Biogas",5.875,2,6.85975148367113,371.957906730938
"Afgasset","Thorsø Biogas",6,2,6.8578110835296,410.187472432802
"Afgasset","Thorsø Biogas",6.125,2,6.85593681679545,445.197714572397
"Afgasset","Thorsø Biogas",6.25,2,6.85391974305816,473.817553761535
"Afgasset","Thorsø Biogas",6.375,2,6.85155092190719,492.875910612027
"Afgasset","Thorsø Biogas",6.5,2,6.84862436834332,499.289905780425
"Afgasset","Thorsø Biogas",6.625,2,6.84500052235749,491.959019222767
"Afgasset","Thorsø Biogas",6.75,2,6.84060539934997,471.739735662866
"Afgasset","Thorsø Biogas",6.875,2,6.83536780020732,439.571668699524
"Afgasset","Thorsø Biogas",7,2,6.82900917475687,396.447519008074
"Afgasset","Thorsø Biogas",7.125,2,6.82004011752828,345.142755516943
"Afgasset","Thorsø Biogas",7.25,2,6.80881018850646,290.598040032784
"Afgasset","Thorsø Biogas",7.375,2,6.79611019562536,237.514320530788
"Afgasset","Thorsø Biogas",7.5,2,6.782786816403,189.384007327147
"Afgasset","Thorsø Biogas",7.625,2,6.7696981102768,149.453303817712
"Afgasset","Thorsø Biogas",7.75,2,6.757674384464,120.953015923074
"Afgasset","Thorsø Biogas",7.875,2,6.7467158063609,105.263196903996
"Afgasset","Thorsø Biogas",8,2,6.73656213233743,100.17608206823
"Afgasset","Thorsø Biogas",8.125,2,6.72710548038915,103.059378703996
"Afgasset","Thorsø Biogas",8.25,2,6.71816140818869,111.105315096757
"Afgasset","Thorsø Biogas",8.375,2,6.70949119071546,121.381701654552
"Afgasset","Thorsø Biogas",8.5,2,6.70085496787562,130.953942090488
"Afgasset","Thorsø Biogas",8.625,2,6.69206155412879,137.556771340528
"Afgasset","Thorsø Biogas",8.75,2,6.68307508789407,141.060807843108
"Afgasset","Thorsø Biogas",8.875,2,6.67389078087904,141.762709475518
"Afgasset","Thorsø Biogas",9,2,6.66453990722303,140.168751672315
"Afgasset","Thorsø Biogas",9.125,2,6.65513550215449,137.260456791943
"Afgasset","Thorsø Biogas",9.25,2,6.6458018682006,134.084839826565
"Afgasset","Thorsø Biogas",9.375,2,6.63663378811443,131.55286046278
"Afgasset","Thorsø Biogas",9.5,2,6.62756677063656,129.841391657181
"Afgasset","Thorsø Biogas",9.625,2,6.6184828477324,128.880834324869
"Afgasset","Thorsø Biogas",9.75,2,6.60925284147117,128.554730596533
"Afgasset","Thorsø Biogas",9.875,2,6.59965271345971,128.350237410109
"Afgasset","Thorsø Biogas",10,2,6.58941056654248,127.554528441122
"Afgasset","Thorsø Biogas",10.125,2,6.57827657774896,125.508945079984
"Afgasset","Thorsø Biogas",10.25,2,6.56621280141177,122.080730599728
"Afgasset","Thorsø Biogas",10.375,2,6.55329782516733,117.426376262632
"Afgasset","Thorsø Biogas",10.5,2,6.53961227033051,111.708587139317
"Afgasset","Thorsø Biogas",10.625,2,6.52529114950117,105.301949831263
"Afgasset","Thorsø Biogas",10.75,2,6.5105567227963,98.92092409224
"Afgasset","Thorsø Biogas",10.875,2,6.49563502402929,93.2910539185845
"Afgasset","Thorsø Biogas",11,2,6.48067727707742,88.7802529994571
"Afgasset","Thorsø Biogas",11.125,2,6.46576921139008,85.4433376791021
"Afgasset","Thorsø Biogas",11.25,2,6.45099434380199,83.3245468556952
"Afgasset","Thorsø Biogas",11.375,2,6.43642359003308,82.4184467599167
"Afgasset","Thorsø Biogas",11.5,2,6.42205620832344,82.4371351082414
"Afgasset","Thorsø Biogas",11.625,2,6.40786485144892,82.9941572102718
"Afgasset","Thorsø Biogas",11.75,2,6.39376316498723,83.7551093624806
"Afgasset","Thorsø Biogas",11.875,2,6.37958317525838,84.4577773447453
"Afgasset","Thorsø Biogas",12,2,6.36515091967496,84.8452439237904
"Afgasset","Thorsø Biogas",12.125,2,6.35029337243558,84.6640838308993
"Afgasset","Thorsø Biogas",12.25,2,6.33486557493788,83.7654951178366
"Afgasset","Thorsø Biogas",12.375,2,6.31875495895763,82.1212158874057
"Afgasset","Thorsø Biogas",12.5,2,6.3018793853224,79.77492965132
"Afgasset","Thorsø Biogas",12.625,2,6.28422044459168,76.9156053502511
"Afgasset","Thorsø Biogas",12.75,2,6.26576832068196,73.7518023031795
"Afgasset","Thorsø Biogas",12.875,2,6.24651319750491,70.4920798131631
"Afgasset","Thorsø Biogas",13,2,6.22644009602478,67.3279367207295
"Afgasset","Thorsø Biogas",13.125,2,6.20551398856886,64.384620286861
"Afgasset","Thorsø Biogas",13.25,2,6.18374056091087,61.7531889166745
"Afgasset","Thorsø Biogas",13.375,2,6.16129407575632,59.4577236045459
"Afgasset","Thorsø Biogas",13.5,2,6.13838776002668,57.5068244467894
"Afgasset","Thorsø Biogas",13.625,2,6.11523484064342,55.9090915397188
"Afgasset","Thorsø Biogas",13.75,2,6.09205034034959,54.6740971188107
"Afgasset","Thorsø Biogas",13.875,2,6.06907925265037,53.8276376100727
"Afgasset","Thorsø Biogas",14,2,6.0465292597123,53.3877309370352
"Afgasset","Thorsø Biogas",14.125,2,6.02421854190995,53.2396162888211
"Afgasset","Thorsø Biogas",14.25,2,6.00181400387121,53.2169061417742
"Afgasset","Thorsø Biogas",14.375,2,5.9789822186551,53.1530998158874
"Afgasset","Thorsø Biogas",14.5,2,5.95538962842429,52.881678555464
"Afgasset","Thorsø Biogas",14.625,2,5.93062706440723,52.2256823678523
"Afgasset","Thorsø Biogas",14.75,2,5.90411572018916,50.9982896286106
"Afgasset","Thorsø Biogas",14.875,2,5.87561006802606,49.2110080165535
"Afgasset","Thorsø Biogas",15,2,5.84509519190241,47.0029598282024
"Afgasset","Thorsø Biogas",15.125,2,5.81255975840079,44.5152498780301
"Afgasset","Thorsø Biogas",15.25,2,5.77799243410379,41.8889829805095
"Afgasset","Thorsø Biogas",15.375,2,5.74141116404202,39.2716579639517
"Afgasset","Thorsø Biogas",15.5,2,5.70312854710181,36.8711220604913
"Afgasset","Thorsø Biogas",15.625,2,5.6634436355627,34.8008418718237
"Afgasset","Thorsø Biogas",15.75,2,5.62246575779284,33.0417482354665
"Afgasset","Thorsø Biogas",15.875,2,5.58029594450447,31.5690238310764
"Afgasset","Thorsø Biogas",16,2,5.53703522640984,30.3578513383105
"Afgasset","Thorsø Biogas",16.125,2,5.49278378662274,29.3830354863476
"Afgasset","Thorsø Biogas",16.25,2,5.44755196720905,28.579583056614
"Afgasset","Thorsø Biogas",16.375,2,5.40125521837347,27.8567743832475
"Afgasset","Thorsø Biogas",16.5,2,5.35391023583734,27.1952254164164
"Afgasset","Thorsø Biogas",16.625,2,5.30554430746106,26.5825851706204
"Afgasset","Thorsø Biogas",16.75,2,5.25618472110503,26.0065026603596
"Afgasset","Thorsø Biogas",16.875,2,5.20585876462964,25.4546269001337
"Afgasset","Thorsø Biogas",17,2,5.15460904517144,24.9208819295368
"Afgasset","Thorsø Biogas",17.125,2,5.10260228041043,24.4312798190556
"Afgasset","Thorsø Biogas",17.25,2,5.05009986133958,24.0019755200265
"Afgasset","Thorsø Biogas",17.375,2,4.99737140800996,23.6448030290344
"Afgasset","Thorsø Biogas",17.5,2,4.94468654047264,23.3715963426642
"Afgasset","Thorsø Biogas",17.625,2,4.89231487877869,23.1941894575007
"Afgasset","Thorsø Biogas",17.75,2,4.840525724345,23.1242849394215
"Afgasset","Thorsø Biogas",17.875,2,4.78957264755751,23.1694487492379
"Afgasset","Thorsø Biogas",18,2,4.73968088068332,23.3356526663643
"Afgasset","Thorsø Biogas",18.125,2,4.69107157736953,23.6298936724614
"Afgasset","Thorsø Biogas",18.25,2,4.64396589122905,24.059168767697
"Afgasset","Thorsø Biogas",18.375,2,4.59858497587484,24.6304749522391
"Afgasset","Thorsø Biogas",18.5,2,4.55514998491982,25.3508092262555
"Afgasset","Thorsø. R1 + R2",0,2,8.295,3.49919815095875
"Afgasset","Thorsø. R1 + R2",0.125,2,8.25268821850244,15.0738439185753
"Afgasset","Thorsø. R1 + R2",0.25,2,8.21056832422327,23.9803382440449
"Afgasset","Thorsø. R1 + R2",0.375,2,8.1686076377749,30.4857131650695
"Afgasset","Thorsø. R1 + R2",0.5,2,8.12677347976975,34.8570007193513
"Afgasset","Thorsø. R1 + R2",0.625,2,8.08503317082023,37.3612329445923
"Afgasset","Thorsø. R1 + R2",0.75,2,8.04334931342166,38.2661533929267
"Afgasset","Thorsø. R1 + R2",0.875,2,8.00152027896352,37.8717477230483
"Afgasset","Thorsø. R1 + R2",1,2,7.95914207208215,36.5227474366081
"Afgasset","Thorsø. R1 + R2",1.125,2,7.91579826827107,34.5671807984284
"Afgasset","Thorsø. R1 + R2",1.25,2,7.87107244302379,32.3530760733313
"Afgasset","Thorsø. R1 + R2",1.375,2,7.82454817183382,30.2284615261392
"Afgasset","Thorsø. R1 + R2",1.5,2,7.77599775487837,28.5246929834544
"Afgasset","Thorsø. R1 + R2",1.625,2,7.72642947364256,27.4056628003686
"Afgasset","Thorsø. R1 + R2",1.75,2,7.67734458051119,26.9411462127108
"Afgasset","Thorsø. R1 + R2",1.875,2,7.63024537657226,27.1999737976058
"Afgasset","Thorsø. R1 + R2",2,2,7.58663416291375,28.2509761321785
"Afgasset","Thorsø. R1 + R2",2.125,2,7.54800650036189,30.1616535259795
"Afgasset","Thorsø. R1 + R2",2.25,2,7.51501989153546,32.8675889555783
"Afgasset","Thorsø. R1 + R2",2.375,2,7.48672716381501,36.0860804587
"Afgasset","Thorsø. R1 + R2",2.5,2,7.46200394599274,39.5171214247952
"Afgasset","Thorsø. R1 + R2",2.625,2,7.43972586686086,42.8607052433144
"Afgasset","Thorsø. R1 + R2",2.75,2,7.41876855521156,45.816825303708
"Afgasset","Thorsø. R1 + R2",2.875,2,7.39806561251303,48.1099599240263
"Afgasset","Thorsø. R1 + R2",3,2,7.37688933360673,49.6728818629205
"Afgasset","Thorsø. R1 + R2",3.125,2,7.3544752853778,50.5127427967264
"Afgasset","Thorsø. R1 + R2",3.25,2,7.33003821969214,50.633074606212
"Afgasset","Thorsø. R1 + R2",3.375,2,7.30279288841567,50.0374091721457
"Afgasset","Thorsø. R1 + R2",3.5,2,7.27195401167925,48.729261654049
"Afgasset","Thorsø. R1 + R2",3.625,2,7.23699065147933,46.7505568629076
"Afgasset","Thorsø. R1 + R2",3.75,2,7.19923696157908,44.5670945921107
"Afgasset","Thorsø. R1 + R2",3.875,2,7.16077967959682,42.8387457969925
"Afgasset","Thorsø. R1 + R2",4,2,7.12370672999131,42.2257255851991
"Afgasset","Thorsø. R1 + R2",4.125,2,7.09010603722131,43.3882490643764
"Afgasset","Thorsø. R1 + R2",4.25,2,7.06205765648036,46.9799430414932
"Afgasset","Thorsø. R1 + R2",4.375,2,7.04052528821117,53.112729502121
"Afgasset","Thorsø. R1 + R2",4.5,2,7.02426411800695,60.906688470681
"Afgasset","Thorsø. R1 + R2",4.625,2,7.01177219572339,69.3727325802657
"Afgasset","Thorsø. R1 + R2",4.75,2,7.00154757121614,77.5217744639674
"Afgasset","Thorsø. R1 + R2",4.875,2,6.99208829434087,84.3647267548786
"Afgasset","Thorsø. R1 + R2",5,2,6.98197014252851,89.039509725238
"Afgasset","Thorsø. R1 + R2",5.125,2,6.9706387850638,91.6884655554446
"Afgasset","Thorsø. R1 + R2",5.25,2,6.95811862663905,92.9897065069301
"Afgasset","Thorsø. R1 + R2",5.375,2,6.94444592340662,93.6294927127982
"Afgasset","Thorsø. R1 + R2",5.5,2,6.92965693151886,94.2940843061528
"Afgasset","Thorsø. R1 + R2",5.625,2,6.91378618657609,95.6622699755034
"Afgasset","Thorsø. R1 + R2",5.75,2,6.89687950702178,97.92332270292
"Afgasset","Thorsø. R1 + R2",5.875,2,6.87933267727751,100.628857790439
"Afgasset","Thorsø. R1 + R2",6,2,6.861663293758,103.319278099102
"Afgasset","Thorsø. R1 + R2",6.125,2,6.84438895287796,105.534986489962
"Afgasset","Thorsø. R1 + R2",6.25,2,6.8280272510521,106.816385824071
"Afgasset","Thorsø. R1 + R2",6.375,2,6.81310916886562,106.825304510401
"Afgasset","Thorsø. R1 + R2",6.5,2,6.79980859299066,105.932495698267
"Afgasset","Thorsø. R1 + R2",6.625,2,6.78758431638757,104.403428662498
"Afgasset","Thorsø. R1 + R2",6.75,2,6.77583292099031,102.448856416947
"Afgasset","Thorsø. R1 + R2",6.875,2,6.76395098873286,100.279531975463
"Afgasset","Thorsø. R1 + R2",7,2,6.75133503193597,98.1057543551466
"Afgasset","Thorsø. R1 + R2",7.125,2,6.73742890079423,95.9416063251899
"Afgasset","Thorsø. R1 + R2",7.25,2,6.72237874421809,93.9770588215437
