PLANNR,LBNR,MGD,,DATO/DATE,Antal/Number,TOERSTOF/Dry matter,N (Total-N),PH,P,K,CU,C,NH4-N,LNIR_NH4N,LSNBET,,,,,,,,,,
030211314,001,,,6/26/2014,,6.24,3.60,6.68,0.47,2.37,,,2.27,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,5/7/2013,,6.27,2.94,6.11,0.45,2.51,,2.57,1.71,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,,,6.27,2.94,6.11,0.45,2.51,,2.57,1.71,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,,,6.27,2.94,6.11,0.45,2.51,,2.57,1.71,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,,,6.27,3.66,6.09,0.41,2.51,,,2.18,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,,,6.27,3.66,6.09,0.41,2.51,,,2.18,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,4/10/2014,,6.27,3.66,6.09,0.41,2.51,,,2.18,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,6.29,3.35,5.80,0.44,2.33,,2.52,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,6/4/2013,,6.29,3.35,5.80,0.44,2.33,,2.52,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,6.29,3.35,5.80,0.44,2.33,,2.52,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070631414,002,,,4/1/2014,,6.49,2.88,5.64,0.44,2.27,,,1.57,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,31.4,,,,6.52,3.25,6.96,0.53,2.87,,2.67,1.83,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070631414,002,,,5/1/2014,,6.61,2.88,5.66,0.49,2.31,,,1.56,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030101010,001,47,,,,6.68,3.24,5.36,0.51,3.14,,29.50,1.85,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030101010,002,47,,,,6.68,3.24,5.36,0.51,3.14,,29.50,1.85,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030101010,003,47,,6/16/2010,,6.68,3.24,5.36,0.51,3.14,,29.50,1.85,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,8/16/2013,,6.68,3.46,6.17,0.61,2.94,,2.61,1.92,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,,,6.68,3.46,6.17,0.61,2.94,,2.61,1.92,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,27.9,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,27.9,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,27.9,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,27.9,,,,6.69,3.63,6.85,0.52,2.61,,2.88,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,,,6.77,3.38,6.18,0.53,2.64,,3.18,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,6/11/2013,,6.77,3.38,6.18,0.53,2.64,,3.18,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,003,,,,,6.77,3.38,6.18,0.53,2.64,,3.18,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,19,,,,6.97,4.21,6.03,0.60,3.49,,,2.84,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,19,,1/1/2014,,6.97,4.21,6.03,0.60,3.49,,,2.84,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,,,7.08,3.60,5.81,0.44,1.77,,,2.22,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,,,7.08,3.60,5.81,0.44,1.77,,,2.22,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,5/22/2014,,7.08,3.60,5.81,0.44,1.77,,,2.22,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,26.2,,,,7.08,3.66,6.47,0.58,3.61,,,2.40,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,26.2,,5/27/2014,,7.08,3.66,6.47,0.58,3.61,,,2.40,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,26.2,,,,7.08,3.66,6.47,0.58,3.61,,,2.40,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,26.7,,,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,26.7,,,,7.13,3.42,6.77,0.57,2.78,,2.99,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,43,,,,7.13,3.36,6.89,0.51,2.99,,3.07,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,001,54.3,,,,7.3,2.18,5.57,0.58,3.21,,31.80,2.05,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,002,54.3,,,,7.3,2.18,5.57,0.58,3.21,,31.80,2.05,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,003,54.3,,4/8/2011,,7.3,2.18,5.57,0.58,3.21,,31.80,2.05,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,001,41.4,,,,7.34,3.79,6.47,0.58,3.08,,30.00,2.17,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,002,41.4,,6/3/2011,,7.34,3.79,6.47,0.58,3.08,,30.00,2.17,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030221111,003,41.4,,,,7.34,3.79,6.47,0.58,3.08,,30.00,2.17,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070591515,001,,,4/10/2015,,7.34,3.49,6.53,0.73,3.89,,,1.92,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181111,003,51,,4/28/2011,,7.49,3.38,4.79,0.58,3.07,,32.20,1.96,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070611414,001,,,,,7.54,3.66,5.89,0.47,3.09,,,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070611414,001,,,4/28/2014,,7.54,3.66,5.89,0.47,3.09,,,2.14,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181414,001,,,4/15/2014,,7.6,3.52,5.35,0.47,1.98,,,1.82,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070631414,001,,,5/22/2014,,7.62,3.92,6.26,0.61,2.51,,,2.19,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070951717,001,,,,,7.62,3.51,6.00,0.65,3.51,,,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070951717,001,,,1/1/2017,,7.62,3.51,6.00,0.65,3.51,,,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070951717,001,,,,,7.62,3.51,6.00,0.65,3.51,,,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070951717,001,,,,,7.62,3.51,6.00,0.65,3.51,,,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,001,,,,,7.88,3.76,4.88,0.66,3.78,,,2.20,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,001,,,1/1/2016,,7.88,3.76,4.88,0.66,3.78,,,2.20,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181111,001,54.8,,4/12/2011,,7.9,4.10,5.62,0.73,2.92,,38.50,2.44,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181111,002,54.8,,,,7.9,4.10,5.62,0.73,2.92,,38.50,2.44,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,27.9,,,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,27.9,,,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,26.7,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,27.9,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,002,26.7,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,002,,,1/1/2016,,8.18,3.71,4.88,0.68,3.76,,,2.16,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,002,,,,,8.18,3.71,4.88,0.68,3.76,,,2.16,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181414,001,,,6/11/2014,,8.42,3.90,6.08,0.51,2.19,,,2.16,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,003,,,,,8.45,3.76,5.21,0.67,3.80,,,2.10,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070621616,003,,,1/1/2016,,8.45,3.76,5.21,0.67,3.80,,,2.10,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070601515,002,,,1/1/2015,,8.64,3.75,6.49,0.67,3.20,,,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070601515,001,,,1/1/2015,,8.66,3.76,6.58,0.64,3.29,,,1.92,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070611414,002,,,4/29/2014,,10.47,4.36,5.22,0.66,3.25,,,2.28,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070611414,002,,,,,10.47,4.36,5.22,0.66,3.25,,,2.28,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,,,5/21/2014,,10.92,3.28,5.27,0.56,2.73,,,1.87,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,,,,,10.92,3.28,5.27,0.56,2.73,,,1.87,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,,,,,10.92,3.28,5.27,0.56,2.73,,,1.87,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,45.2,,,,12.87,3.05,6.08,0.44,2.83,,,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,45.2,,,,12.87,3.05,6.08,0.44,2.83,,,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,45.2,,4/9/2014,,12.87,3.05,6.08,0.44,2.83,,,1.90,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,003,,,,,13.22,3.25,5.94,0.58,3.83,,2.91,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,003,,,,,13.22,3.25,5.94,0.58,3.83,,2.91,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,003,,,6/7/2013,,13.22,3.25,5.94,0.58,3.83,,2.91,1.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,,,6/19/2014,,14.91,3.64,5.16,0.51,2.98,,,1.71,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,003,,,,,14.91,3.64,5.16,0.51,2.98,,,1.71,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg Markforsuring",,,22.95,3.0294,6.13,0.5508,3.4425,,,1.5147
030211313,003,,,7/4/2013,,,,,,,,,,,"Gylle, kvæg Markforsuring",,,22.95,3.0294,6.13,0.5508,3.4425,,,1.5147
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg Markforsuring",,,22.96,3.14552,5.75,0.61992,3.2144,,2.7552,1.56128
030211313,003,,,4/16/2013,,,,,,,,,,,"Gylle, kvæg Markforsuring",,,22.96,3.14552,5.75,0.61992,3.2144,,2.7552,1.56128
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg Markforsuring",,,22.96,3.14552,5.75,0.61992,3.2144,,2.7552,1.56128
031011313,001,60,,4/2/2013,,3.61,2.27,,0.39,2.40,0.19,,1.37,,"Gylle, køer",,,,,,,,,,
030220909,001,32.8,,4/3/2009,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
030220909,001,32.8,,,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
030220909,002,32.8,,,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
030220909,002,32.8,,,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
030220909,003,32.8,,,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
030220909,003,32.8,,,,3.78,1.62,6.94,0.32,1.21,,17.70,1.04,,"Gylle, køer",,,,,,,,,,
070350909,002,20,,3/13/2009,,4.37,2.23,7.20,0.41,2.67,,,1.59,,"Gylle, køer",,,,,,,,,,
031011616,002,40,,4/14/2016,,5.54,0.00,,,,,,,1.41,"Gylle, køer",,,,,,,,,,
030221010,001,62.9,,,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,001,62.9,,4/7/2010,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,002,62.9,,,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,002,62.9,,,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,003,62.9,,,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,003,62.9,,,,5.86,3.06,6.78,0.40,2.64,,31.60,1.68,,"Gylle, køer",,,,,,,,,,
030221010,001,51.4,,6/15/2010,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
030221010,001,51.4,,,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
030221010,002,51.4,,,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
030221010,002,51.4,,,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
030221010,003,51.4,,,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
030221010,003,51.4,,,,5.96,3.13,7.00,0.45,2.50,,30.50,1.78,,"Gylle, køer",,,,,,,,,,
031011717,002,40,,3/28/2017,,6.05,3.09,,0.56,2.18,,,1.62,,"Gylle, køer",,,,,,,,,,
030220909,001,27.2,,,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
030220909,001,27.2,,,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
030220909,002,28,,5/26/2009,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
030220909,002,28,,,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
030220909,003,28,,,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
030220909,003,28,,,,6.56,2.94,7.16,0.62,3.21,,33.10,2.15,,"Gylle, køer",,,,,,,,,,
031011212,001,60,,4/2/2012,,6.77,2.92,,0.47,2.57,,,1.68,,"Gylle, køer",,,,,,,,,,
070350909,003,30,,4/1/2009,,7.19,,,0.52,2.95,,37.50,1.94,,"Gylle, køer",,,,,,,,,,
031011010,001,70,,3/29/2010,,7.34,3.23,,0.48,2.50,,,1.86,,"Gylle, køer",,,,,,,,,,
030221111,001,41.4,,,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,001,41.4,,,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,002,41.4,,,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,002,41.4,,,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,003,41.4,,,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,003,41.4,,6/3/2011,,7.53,3.76,7.10,0.55,3.39,,32.00,2.18,,"Gylle, køer",,,,,,,,,,
030221111,001,54.3,,,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
030221111,001,54.3,,,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
030221111,002,54.3,,,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
030221111,002,54.3,,,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
030221111,003,54.3,,4/8/2011,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
030221111,003,54.3,,,,7.72,3.63,7.18,0.57,3.24,,32.30,1.93,,"Gylle, køer",,,,,,,,,,
031011111,001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
070221515,002,32.1,,4/21/2015,,0.83,3.49,7.72,0.30,0.75,,,3.25,,"Gylle, svin",,,,,,,,,,
070801717,002,,,,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070801717,002,,,,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070801717,002,,,9/28/2016,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070801717,002,,,,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070801717,002,,,,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070801717,002,,,,,0.89,2.15,,0.16,1.42,,,1.89,,"Gylle, svin",,,,,,,,,,
070221515,001,47.6,,4/21/2015,,1.02,2.19,7.31,0.15,1.53,,,1.91,,"Gylle, svin",,,,,,,,,,
070821717,003,,,1/1/2017,,1.13,3.10,7.83,0.34,2.15,,,2.52,,"Gylle, svin",,,,,,,,,,
070601515,002,,,1/1/2015,,1.15,2.40,7.20,0.04,2.07,,,2.17,,"Gylle, svin",,,,,,,,,,
070821717,003,,,1/1/2017,,1.18,3.33,7.64,0.34,2.12,,,2.53,,"Gylle, svin",,,,,,,,,,
070221515,003,47.6,,4/21/2015,,1.23,2.31,6.39,0.14,1.48,,,1.89,,"Gylle, svin",,,,,,,,,,
070821717,002,,,4/7/2017,,1.26,2.85,7.88,0.24,1.89,,,2.48,,"Gylle, svin",,,,,,,,,,
070221515,001,47.6,,4/21/2015,,1.29,2.29,6.38,0.15,1.55,,,1.92,,"Gylle, svin",,,,,,,,,,
070961717,001,,,4/3/2017,,1.35,3.62,,0.19,2.70,,,3.16,,"Gylle, svin",,,,,,,,,,
070801717,002,,,9/1/2016,,1.38,2.49,,0.22,1.79,,,2.06,,"Gylle, svin",,,,,,,,,,
070851717,001,,,,,1.38,2.88,,0.17,2.21,,,2.41,,"Gylle, svin",,,,,,,,,,
070801717,001,,,8/17/2016,,1.39,6.32,,0.64,1.20,,,5.83,,"Gylle, svin",,,,,,,,,,
070801717,001,,,,,1.39,6.32,,0.64,1.20,,,5.83,,"Gylle, svin",,,,,,,,,,
070821717,002,,,1/1/2017,,1.41,3.42,7.67,0.41,2.12,,,2.61,,"Gylle, svin",,,,,,,,,,
070211313,003,,,5/2/2013,,1.44,2.42,7.69,0.33,1.58,,0.43,2.04,,"Gylle, svin",,,,,,,,,,
070211313,003,,,,,1.44,2.42,7.69,0.33,1.58,,0.43,2.04,,"Gylle, svin",,,,,,,,,,
070821717,001,,,4/7/2017,,1.44,3.08,7.88,0.27,2.02,,,2.64,,"Gylle, svin",,,,,,,,,,
070211414,001,42.9,,4/20/2014,,1.47,2.87,7.28,0.21,1.62,,,2.44,,"Gylle, svin",,,,,,,,,,
070211313,001,23.5,,,,1.48,3.65,7.51,0.18,1.92,,0.47,3.25,,"Gylle, svin",,,,,,,,,,
070211313,001,23.5,,4/18/2013,,1.48,3.65,7.51,0.18,1.92,,0.47,3.25,,"Gylle, svin",,,,,,,,,,
070821717,001,,,3/6/2017,,1.48,3.38,7.49,0.30,2.66,,,2.82,,"Gylle, svin",,,,,,,,,,
070821717,002,,,1/1/2017,,1.56,4.60,7.16,1.11,2.34,,,3.28,,"Gylle, svin",,,,,,,,,,
070211414,004,,,4/11/2014,,1.58,2.98,7.19,0.17,2.05,,,2.57,,"Gylle, svin",,,,,,,,,,
070211414,004,,,,,1.58,2.98,7.19,0.17,2.05,,,2.57,,"Gylle, svin",,,,,,,,,,
070211313,002,36.4,,,,1.65,2.65,6.75,0.21,1.98,,0.58,2.19,,"Gylle, svin",,,,,,,,,,
070211313,002,36.4,,4/19/2013,,1.65,2.65,6.75,0.21,1.98,,0.58,2.19,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,3/30/2009,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070240909,002,30,,,,1.66,1.66,6.90,0.27,1.66,,7.50,1.65,,"Gylle, svin",,,,,,,,,,
070641616,001,,,3/7/2016,,1.69,2.97,6.88,0.35,1.86,,,2.51,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070240909,001,30,,3/30/2009,,1.7,1.62,6.90,0.19,1.19,,8.30,1.65,,"Gylle, svin",,,,,,,,,,
070191616,002,,,,,1.72,3.34,8.18,0.24,2.06,,,2.70,,"Gylle, svin",,,,,,,,,,
070191616,002,,,,,1.72,3.34,8.18,0.24,2.06,,,2.70,,"Gylle, svin",,,,,,,,,,
070191616,002,,,,,1.72,3.34,8.18,0.24,2.06,,,2.70,,"Gylle, svin",,,,,,,,,,
070191616,002,,,1/1/2015,,1.72,3.34,8.18,0.24,2.06,,,2.70,,"Gylle, svin",,,,,,,,,,
070821717,001,,,4/7/2017,,1.73,5.55,7.14,1.73,2.60,,,3.84,,"Gylle, svin",,,,,,,,,,
070821717,001,,,1/1/2017,,1.74,3.37,7.66,0.33,2.26,,,2.66,,"Gylle, svin",,,,,,,,,,
070821717,001,,,3/6/2017,,1.78,3.47,7.43,0.37,2.49,,,2.73,,"Gylle, svin",,,,,,,,,,
070400909,004,0,,4/7/2009,,1.81,2.76,7.55,0.24,1.68,,2.80,2.29,,"Gylle, svin",,,,,,,,,,
070400909,004,43,,,,1.81,2.76,7.55,0.24,1.68,,2.80,2.29,,"Gylle, svin",,,,,,,,,,
070400909,004,0,,,,1.81,2.76,7.55,0.24,1.68,,2.80,2.29,,"Gylle, svin",,,,,,,,,,
070400909,004,43,,,,1.81,2.76,7.55,0.24,1.68,,2.80,2.29,,"Gylle, svin",,,,,,,,,,
070211616,003,,,3/17/2016,,1.82,2.82,7.38,0.33,1.80,,,2.74,,"Gylle, svin",,,,,,,,,,
070641616,001,40,,1/1/2016,,1.83,3.11,6.91,0.33,2.20,,,2.59,,"Gylle, svin",,,,,,,,,,
070400909,003,0,,,,1.85,2.77,7.63,0.24,1.67,,2.80,2.30,,"Gylle, svin",,,,,,,,,,
070400909,003,43,,4/7/2009,,1.85,2.77,7.63,0.24,1.67,,2.80,2.30,,"Gylle, svin",,,,,,,,,,
070400909,003,0,,,,1.85,2.77,7.63,0.24,1.67,,2.80,2.30,,"Gylle, svin",,,,,,,,,,
070400909,003,43,,,,1.85,2.77,7.63,0.24,1.67,,2.80,2.30,,"Gylle, svin",,,,,,,,,,
070211414,003,,,5/20/2014,,1.92,2.93,7.21,0.44,1.80,,,2.28,,"Gylle, svin",,,,,,,,,,
070641616,002,,,3/7/2016,,1.93,3.05,6.88,0.39,1.89,,,2.51,,"Gylle, svin",,,,,,,,,,
070641616,001,34.5,,1/1/2016,,1.94,3.44,7.31,0.16,2.52,,,2.86,,"Gylle, svin",,,,,,,,,,
070641616,003,,,3/7/2016,,2.06,3.47,7.27,0.29,2.27,,,2.86,,"Gylle, svin",,,,,,,,,,
070801717,001,,,1/1/2016,,2.06,6.24,,0.80,1.30,,,5.60,,"Gylle, svin",,,,,,,,,,
070211414,003,,,4/16/2014,,2.07,3.66,7.33,0.31,2.01,,,2.83,,"Gylle, svin",,,,,,,,,,
070211414,003,,,,,2.07,3.66,7.33,0.31,2.01,,,2.83,,"Gylle, svin",,,,,,,,,,
070851717,002,,,3/22/2017,,2.12,4.20,,0.45,2.12,,,3.45,,"Gylle, svin",,,,,,,,,,
070801717,001,,,,,2.16,6.48,,0.93,1.21,,,5.68,,"Gylle, svin",,,,,,,,,,
070801717,001,,,,,2.16,6.48,,0.93,1.21,,,5.68,,"Gylle, svin",,,,,,,,,,
070801717,001,,,,,2.16,6.48,,0.93,1.21,,,5.68,,"Gylle, svin",,,,,,,,,,
