PLANNR,LBNR,MGD,,DATO/DATE,Antal/Number,TOERSTOF/Dry matter,N (Total-N),PH,P,K,CU,C,NH4-N,LNIR_NH4N,LSNBET,,,,,,,,,,
070241414,002,,,,,7.12,3.66,6.54,0.49,1.99,,,2.05,,Gylle,,,,,,,,,,
030271012,003,25,,,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
030271012,003,25,,6/7/2012,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
030271012,003,25,,,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
030271012,003,25,,,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
030271012,003,25,,,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
030271012,003,25,,,,7.17,3.86,6.98,0.56,2.51,,3.15,2.25,,Gylle,,,,,,,,,,
070241313,001,25,,5/6/2013,,7.18,4.10,7.40,1.29,2.01,,,2.89,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,5/28/2009,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
030270909,003,25,,,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
070120909,004,20,,4/15/2009,,7.19,,,0.52,2.95,,37.50,1.94,,Gylle,,,,,,,,,,
070241313,002,25,,5/6/2013,,7.23,4.21,6.70,1.30,1.88,,,2.79,,Gylle,,,,,,,,,,
070241313,001,25,,5/6/2013,,7.43,4.20,6.51,1.41,2.01,,,2.84,,Gylle,,,,,,,,,,
031201313,002,60,,4/12/2013,,7.60,3.70,,0.60,2.81,,,1.80,,Gylle,,,,,,,,,,
030270911,001,25,,,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
030270911,001,25,,,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
030270911,001,25,,,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
030270911,001,25,,3/21/2011,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
030270911,001,25,,,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
030270911,001,25,,,,7.82,3.35,6.96,0.60,3.21,,35.40,1.73,,Gylle,,,,,,,,,,
031201313,004,20,,4/15/2013,,8.04,3.71,,0.70,3.14,,,1.98,,Gylle,,,,,,,,,,
030270910,001,25,,,,8.38,3.73,6.85,0.70,4.11,,38.80,2.01,,Gylle,,,,,,,,,,
030270910,001,25,,,,8.38,3.73,6.85,0.70,4.11,,38.80,2.01,,Gylle,,,,,,,,,,
030270910,001,25,,,,8.38,3.73,6.85,0.70,4.11,,38.80,2.01,,Gylle,,,,,,,,,,
030270910,001,25,,,,8.38,3.73,6.85,0.70,4.11,,38.80,2.01,,Gylle,,,,,,,,,,
030270910,001,25,,6/8/2010,,8.38,3.73,6.85,0.70,4.11,,38.80,2.01,,Gylle,,,,,,,,,,
070241515,001,,,3/25/2015,,8.40,5.21,,2.10,2.02,,,3.61,,Gylle,,,,,,,,,,
070319809,002,20,,4/2/2009,,8.62,7.06,6.80,0.69,3.10,,,2.60,,Gylle,,,,,,,,,,
030361414,003,25.8,,1/1/2014,,9.48,4.31,,0.68,3.32,,,2.19,,Gylle,,,,,,,,,,
031141617,001,40,,4/4/2017,,10.29,4.19,,0.77,3.70,,,1.93,,Gylle,,,,,,,,,,
070209797,001,30,,5/10/1997,,10.60,5.62,,1.33,3.51,,,3.31,,Gylle,,,,,,,,,,
030111717,003,57,,4/27/2017,,11.00,5.67,,0.89,2.86,,,1.83,,Gylle,,,,,,,,,,
070831717,001,,,4/3/2017,,1.98,4.16,7.60,0.28,2.57,,,3.33,,Gylle afgasset,,,,,,,,,,
070831717,002,,,1/1/2017,,2.22,,,,,,,,,Gylle afgasset,,,,,,,,,,
030211313,002,28,,4/5/2013,,2.62,3.97,7.85,0.34,2.88,,0.94,3.06,,Gylle afgasset,,,,,,,,,,
070831717,001,,,1/1/2017,,2.92,,,,,,,,,Gylle afgasset,,,,,,,,,,
070601414,002,,,4/3/2014,,3.18,2.39,7.63,0.29,2.10,,,1.48,,Gylle afgasset,,,,,,,,,,
070831717,003,,,1/1/2017,,3.27,,,,,,,,,Gylle afgasset,,,,,,,,,,
070601616,001,,,4/20/2016,,3.43,3.51,8.38,0.33,2.30,,,2.46,,Gylle afgasset,,,,,,,,,,
070601414,001,,,4/30/2014,,3.48,2.39,6.73,0.31,1.98,,,1.42,,Gylle afgasset,,,,,,,,,,
070831717,001,,,4/17/2017,,3.49,4.53,8.05,0.38,1.29,,,3.56,,Gylle afgasset,,,,,,,,,,
070831717,002,,,4/17/2017,,3.49,4.53,8.05,0.38,1.29,,,3.56,,Gylle afgasset,,,,,,,,,,
070831717,003,,,,,3.49,4.53,8.05,0.38,1.29,,,3.56,,Gylle afgasset,,,,,,,,,,
030211314,002,14.9,,7/4/2014,,3.80,4.62,,0.97,2.40,,,3.50,,Gylle afgasset,,,,,,,,,,
070601616,002,,,5/10/2016,,3.85,3.54,7.31,0.35,2.31,,,2.58,,Gylle afgasset,,,,,,,,,,
070591616,001,,,4/15/2016,,4.12,3.60,8.40,0.40,2.39,,,2.56,,Gylle afgasset,,,,,,,,,,
070831717,002,,,4/3/2017,,4.17,5.79,7.68,0.58,2.92,,,3.35,,Gylle afgasset,,,,,,,,,,
070831717,003,,,4/3/2017,,4.17,5.79,7.68,0.58,2.92,,,3.35,,Gylle afgasset,,,,,,,,,,
070591515,001,,,4/9/2015,,4.26,2.98,7.93,0.51,2.81,,,1.88,,Gylle afgasset,,,,,,,,,,
070991717,001,,,3/30/2017,,4.43,4.40,7.79,0.84,3.10,,,2.87,,Gylle afgasset,,,,,,,,,,
070079797,009,22,,5/13/1997,,4.94,4.10,7.54,1.12,2.57,,,3.00,,Gylle afgasset,,,,,,,,,,
030211313,002,13.5,,6/10/2013,,5.01,4.54,7.85,0.90,2.66,,,3.36,,Gylle afgasset,,,,,,,,,,
070831717,002,,,1/1/2017,,5.19,,,,,,,,,Gylle afgasset,,,,,,,,,,
070991717,001,,,3/30/2017,,5.23,3.86,7.77,0.78,3.19,,,2.34,,Gylle afgasset,,,,,,,,,,
070831717,001,,,1/1/2017,,5.25,,,,,,,,,Gylle afgasset,,,,,,,,,,
030211313,002,13,,7/12/2013,,5.30,4.78,8.02,1.17,2.97,,1.80,3.73,,Gylle afgasset,,,,,,,,,,
070601515,001,,,1/1/2015,,5.54,3.38,7.44,0.45,2.49,,,2.07,,Gylle afgasset,,,,,,,,,,
070601515,002,,,1/1/2015,,5.67,3.18,7.58,0.40,2.49,,,1.84,,Gylle afgasset,,,,,,,,,,
070991717,001,,,3/30/2017,,6.04,4.03,7.59,1.09,2.90,,,2.65,,Gylle afgasset,,,,,,,,,,
070831717,003,,,4/20/2017,,6.48,6.11,7.72,0.84,3.18,,,4.57,,Gylle afgasset,,,,,,,,,,
070601414,002,,,4/3/2014,,3.38,2.38,6.54,0.28,2.10,,,1.43,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601616,001,,,4/20/2016,,3.84,3.49,6.94,0.37,2.42,,,2.53,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601616,002,,,5/10/2016,,4.00,3.45,6.81,0.35,2.20,,,2.54,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601414,001,,,4/30/2014,,4.31,2.39,3.22,0.38,1.98,,,1.45,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070591616,001,,,4/15/2016,,4.49,3.60,7.35,0.45,2.29,,,2.52,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,003,,,4/20/2017,,4.82,4.47,6.50,0.58,1.49,,,3.54,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601515,002,,,1/1/2015,,5.02,2.83,6.35,0.42,2.41,,,1.77,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,001,,,4/20/2017,,5.16,4.56,6.62,0.62,1.50,,,3.50,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070591515,001,,,4/10/2015,,5.39,2.99,6.47,0.53,2.70,,,1.76,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601515,001,,,1/1/2015,,5.41,3.07,6.53,0.43,2.49,,,1.96,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,002,,,4/20/2017,,6.29,4.55,6.50,0.58,1.51,,,3.46,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,002,,,4/20/2017,,6.72,5.99,6.99,0.74,3.29,,,4.40,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,001,,,4/20/2017,,6.93,5.47,6.91,0.68,2.91,,,3.82,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070831717,003,,,4/20/2017,,7.50,6.11,7.05,0.90,3.30,,,4.53,,"Gylle afgasset, Markforsuring",,,,,,,,,,
070601414,001,,,4/30/2014,,1.38,2.59,6.98,0.32,0.43,,,2.09,,Gylle mink,,,,,,,,,,
070601414,002,,,4/3/2014,,1.44,2.64,7.22,0.37,0.50,,,2.09,,Gylle mink,,,,,,,,,,
070591515,001,,,4/9/2015,,3.20,7.88,7.63,1.60,1.41,,,6.80,,Gylle mink,,,,,,,,,,
070601515,001,,,1/1/2015,,3.27,10.10,7.47,1.41,1.21,,,7.08,,Gylle mink,,,,,,,,,,
070601515,002,,,1/1/2015,,3.32,8.37,7.66,1.29,1.39,,,7.26,,Gylle mink,,,,,,,,,,
070601414,001,,,4/30/2014,,1.48,2.58,6.13,0.36,0.41,,,2.12,,"Gylle mink, Markforsuring",,,,,,,,,,
070601414,002,,,4/3/2014,,1.68,2.64,5.98,0.44,0.49,,,2.10,,"Gylle mink, Markforsuring",,,,,,,,,,
070601515,001,,,1/1/2015,,3.67,7.43,6.81,1.39,1.28,,,6.52,,"Gylle mink, Markforsuring",,,,,,,,,,
070601515,002,,,1/1/2015,,4.07,7.04,6.81,1.38,1.18,,,6.06,,"Gylle mink, Markforsuring",,,,,,,,,,
070591515,001,,,4/9/2015,,4.08,7.73,6.31,1.31,1.18,,,6.73,,"Gylle mink, Markforsuring",,,,,,,,,,
030311010,001,50,,4/7/2010,,10.49,3.97,,0.79,3.60,6.80,,1.94,,Gylle opdræt,,,,,,,,,,
031201010,002,50,,4/20/2010,,10.49,3.97,,0.79,3.60,6.80,,1.94,,Gylle opdræt,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
070061717,004,,,1/1/2017,,1.05,3.20,,0.09,1.79,,,2.81,,Gylle slagtesvin,,,,,,,,,,
070011010,002,28,,8/8/2009,,1.06,2.54,7.76,0.25,1.48,,5.10,2.27,,Gylle slagtesvin,,,,,,,,,,
070011010,002,57,,,,1.06,2.54,7.76,0.25,1.48,,5.10,2.27,,Gylle slagtesvin,,,,,,,,,,
070061717,001,,,5/1/2017,,1.09,2.03,,0.16,1.85,,,1.79,,Gylle slagtesvin,,,,,,,,,,
070010909,002,21,,,,1.13,3.28,7.62,0.23,1.70,,9.00,2.92,,Gylle slagtesvin,,,,,,,,,,
070010909,002,39,,8/14/2008,,1.13,3.28,7.62,0.23,1.70,,9.00,2.92,,Gylle slagtesvin,,,,,,,,,,
070051717,003,,,1/1/2017,,1.16,2.37,,0.29,1.51,,,1.96,,Gylle slagtesvin,,,,,,,,,,
070051717,003,,,,,1.16,2.37,,0.29,1.51,,,1.96,,Gylle slagtesvin,,,,,,,,,,
070011010,003,36,,8/4/2009,,1.31,2.45,7.98,0.38,1.03,,7.30,1.78,,Gylle slagtesvin,,,,,,,,,,
070011010,003,73,,,,1.31,2.45,7.98,0.38,1.03,,7.30,1.78,,Gylle slagtesvin,,,,,,,,,,
070061717,003,47,,5/15/2017,,1.37,2.81,,0.22,2.06,,,2.34,,Gylle slagtesvin,,,,,,,,,,
070061717,003,47,,,,1.37,2.81,,0.22,2.06,,,2.34,,Gylle slagtesvin,,,,,,,,,,
070061717,003,47,,4/26/2017,,1.40,2.48,,0.27,2.10,,,2.08,,Gylle slagtesvin,,,,,,,,,,
070051717,001,,,3/6/2017,,1.60,3.19,,0.18,2.40,,,2.87,,Gylle slagtesvin,,,,,,,,,,
070021212,001,22,,11/16/2011,,1.71,3.33,7.01,0.34,2.22,,0.58,2.83,,Gylle slagtesvin,,,,,,,,,,
070081212,001,30,,,,1.74,2.62,,0.51,1.10,,,2.14,,Gylle slagtesvin,,,,,,,,,,
070011111,002,19,,,,1.81,3.26,7.55,0.31,2.90,,10.70,2.83,,Gylle slagtesvin,,,,,,,,,,
070011111,002,36,,8/18/2010,,1.81,3.26,7.55,0.31,2.90,,10.70,2.83,,Gylle slagtesvin,,,,,,,,,,
070051717,004,,,3/15/2017,,1.95,4.12,,0.45,2.54,,,3.55,,Gylle slagtesvin,,,,,,,,,,
070021111,002,23,,8/26/2010,,1.99,3.28,6.89,0.48,1.77,,13.80,2.58,,Gylle slagtesvin,,,,,,,,,,
070021111,003,23,,,,1.99,3.28,6.89,0.48,1.77,,13.80,2.58,,Gylle slagtesvin,,,,,,,,,,
070021212,001,22,,8/23/2011,,2.07,3.51,6.68,0.41,2.07,,0.02,2.94,,Gylle slagtesvin,,,,,,,,,,
070061717,002,,,1/1/2017,,2.09,3.30,,0.16,3.14,,,2.63,,Gylle slagtesvin,,,,,,,,,,
070021414,003,,,9/17/2013,,2.56,2.24,6.90,0.44,1.92,,,1.71,,Gylle slagtesvin,,,,,,,,,,
070021313,001,,,9/12/2024,,2.58,4.29,7.67,0.46,2.22,,0.93,3.60,,Gylle slagtesvin,,,,,,,,,,
070021313,001,,,9/6/2012,,2.60,4.26,7.46,0.49,2.31,,0.99,3.50,,Gylle slagtesvin,,,,,,,,,,
070021111,001,14.2,,10/14/2010,,2.62,4.75,7.70,0.58,4.19,,,3.95,,Gylle slagtesvin,,,,,,,,,,
070011010,001,62,,7/30/2010,,2.63,2.21,7.88,0.79,1.00,,11.80,1.75,,Gylle slagtesvin,,,,,,,,,,
070051717,004,29,,,,2.74,4.35,,0.44,2.19,,,3.49,,Gylle slagtesvin,,,,,,,,,,
070051717,004,29,,3/23/2017,,2.74,4.35,,0.44,2.19,,,3.49,,Gylle slagtesvin,,,,,,,,,,
070051717,002,,,3/7/2017,,2.75,3.26,,0.41,2.61,,,2.31,,Gylle slagtesvin,,,,,,,,,,
070061717,004,35,,5/31/2017,,2.88,3.65,,0.78,2.10,,,2.65,,Gylle slagtesvin,,,,,,,,,,
070061717,004,,,,,2.88,3.65,,0.78,2.10,,,2.65,,Gylle slagtesvin,,,,,,,,,,
070011111,001,11.4,,8/12/2010,,3.17,5.03,7.71,0.60,4.12,,16.50,4.21,,Gylle slagtesvin,,,,,,,,,,
070011111,001,22.7,,,,3.17,5.03,7.71,0.60,4.12,,16.50,4.21,,Gylle slagtesvin,,,,,,,,,,
070021111,001,15,,,,3.17,5.03,7.71,0.60,4.12,,16.50,4.21,,Gylle slagtesvin,,,,,,,,,,
070021414,003,,,8/7/2013,,3.38,3.53,6.95,0.44,3.28,,,2.81,,Gylle slagtesvin,,,,,,,,,,
070061717,002,,,5/23/2017,,3.66,4.19,,0.73,2.82,,,3.22,,Gylle slagtesvin,,,,,,,,,,
070061717,002,,,,,3.66,4.19,,0.73,2.82,,,3.22,,Gylle slagtesvin,,,,,,,,,,
070021313,002,,,8/23/2013,,3.78,5.48,7.60,0.98,2.72,,1.40,4.29,,Gylle slagtesvin,,,,,,,,,,
070021313,002,,,8/23/2013,,3.98,5.46,7.61,0.92,2.75,,1.55,4.26,,Gylle slagtesvin,,,,,,,,,,
070021414,005,,,9/17/2013,,4.71,4.63,6.49,0.99,2.73,,,3.48,,Gylle slagtesvin,,,,,,,,,,
070021414,004,,,9/26/2013,,5.03,5.29,7.40,1.16,3.02,,,4.00,,Gylle slagtesvin,,,,,,,,,,
070010909,001,10.5,,8/29/2008,,5.23,6.86,6.16,1.05,3.24,,16.60,5.60,,Gylle slagtesvin,,,,,,,,,,
070010909,001,20.5,,,,5.23,6.86,6.16,1.05,3.24,,16.60,5.60,,Gylle slagtesvin,,,,,,,,,,
070011111,003,12.5,,,,5.27,,6.54,1.00,2.79,,29.20,3.87,,Gylle slagtesvin,,,,,,,,,,
070011111,003,27,,8/17/2010,,5.27,,6.54,1.00,2.79,,29.20,3.87,,Gylle slagtesvin,,,,,,,,,,
070010909,003,12,,8/14/2008,,5.49,5.91,7.23,0.88,2.53,,32.70,4.48,,Gylle slagtesvin,,,,,,,,,,
070010909,003,21,,,,5.49,5.91,7.23,0.88,2.53,,32.70,4.48,,Gylle slagtesvin,,,,,,,,,,
070061717,001,40,,5/18/2017,,6.14,3.42,,1.11,2.03,,,2.33,,Gylle slagtesvin,,,,,,,,,,
070061717,001,40,,,,6.14,3.42,,1.11,2.03,,,2.33,,Gylle slagtesvin,,,,,,,,,,
070021414,004,,,8/28/2013,,6.93,5.52,7.53,1.39,3.05,,,3.80,,Gylle slagtesvin,,,,,,,,,,
070021111,002,20.9,,10/25/2010,,7.25,5.40,6.63,1.89,2.03,,39.30,3.27,,Gylle slagtesvin,,,,,,,,,,
070021111,003,20.9,,,,7.25,5.40,6.63,1.89,2.03,,39.30,3.27,,Gylle slagtesvin,,,,,,,,,,
070090909,001,17.85,,,,9.65,6.77,7.06,1.64,4.25,,50.90,5.72,,Gylle slagtesvin,,,,,,,,,,
070090909,001,18.2,,4/22/2009,,9.65,6.77,7.06,1.64,4.25,,50.90,5.72,,Gylle slagtesvin,,,,,,,,,,
070090909,001,18.2,,,,9.65,6.77,7.06,1.64,4.25,,50.90,5.72,,Gylle slagtesvin,,,,,,,,,,
070090909,001,16.9,,3/19/2009,,9.86,7.46,7.15,1.58,3.94,,51.40,5.67,,Gylle slagtesvin,,,,,,,,,,
070090909,003,17.85,,,,9.92,7.40,7.17,1.49,3.87,,51.30,5.72,,Gylle slagtesvin,,,,,,,,,,
070090909,003,18.2,,3/19/2009,,9.92,7.40,7.17,1.49,3.87,,51.30,5.72,,Gylle slagtesvin,,,,,,,,,,
070090909,002,16.4,,,,9.94,7.04,7.09,1.69,4.08,,54.30,5.58,,Gylle slagtesvin,,,,,,,,,,
070090909,002,18.2,,4/22/2009,,9.94,7.04,7.09,1.69,4.08,,54.30,5.58,,Gylle slagtesvin,,,,,,,,,,
070090909,002,18.2,,,,9.94,7.04,7.09,1.69,4.08,,54.30,5.58,,Gylle slagtesvin,,,,,,,,,,
070090909,003,18.2,,4/22/2009,,10.05,7.00,7.11,1.41,3.92,,51.70,5.29,,Gylle slagtesvin,,,,,,,,,,
070090909,003,20,,,,10.05,7.00,7.11,1.41,3.92,,51.70,5.29,,Gylle slagtesvin,,,,,,,,,,
070090909,002,16.7,,3/19/2009,,10.09,7.41,7.21,1.72,3.94,,51.50,5.67,,Gylle slagtesvin,,,,,,,,,,
070011010,001,32,,,,2.63,2.21,7.88,0.79,1.00,,11.80,1.75,,Gylle søer,,,,,,,,,,
070601616,002,,,5/10/2016,,2.25,3.23,7.28,0.29,2.21,,,2.57,,"Gylle, afgasset +fiberfraktion",,,,,,,,,,
070601616,001,,,4/20/2016,,3.03,3.33,8.46,0.24,2.39,,,2.47,,"Gylle, afgasset +fiberfraktion",,,,,,,,,,
070591616,001,,,4/15/2016,,5.37,3.68,8.23,0.46,2.42,,,2.27,,"Gylle, afgasset +fiberfraktion",,,,,,,,,,
070601616,001,,,4/20/2016,,2.95,3.55,8.14,0.32,2.39,,,2.63,,"Gylle, afgasset separeret",,,,,,,,,,
070591616,001,,,4/15/2016,,3.29,2.91,8.09,0.43,2.40,,,2.53,,"Gylle, afgasset separeret",,,,,,,,,,
070601616,002,,,5/10/2016,,4.15,3.73,7.50,0.42,2.28,,,2.71,,"Gylle, afgasset separeret",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
070079797,003,20,,5/20/1997,,1.70,2.15,,0.47,2.74,,,1.33,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,4/14/2016,,1.96,2.59,7.42,0.24,1.90,,,1.99,,"Gylle, kvæg",,,,,,,,,,
030211313,002,45.2,,7/12/2013,,2.29,1.58,7.35,0.25,2.75,,,1.07,,"Gylle, kvæg",,,,,,,,,,
030211313,002,45.2,,,,2.29,1.58,7.35,0.25,2.75,,,1.07,,"Gylle, kvæg",,,,,,,,,,
030211313,002,45.2,,,,2.29,1.58,7.35,0.25,2.75,,,1.07,,"Gylle, kvæg",,,,,,,,,,
030211313,002,45.2,,,,2.51,1.62,5.89,0.25,2.76,,0.80,1.07,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,4/18/2016,,3.05,2.36,,0.33,2.24,,,1.28,,"Gylle, kvæg",,,,,,,,,,
030211314,002,23.2,,1/1/2014,,3.07,3.75,7.93,0.34,2.21,,,2.83,,"Gylle, kvæg",,,,,,,,,,
030211314,002,23.2,,,,3.07,3.75,7.93,0.34,2.21,,,2.83,,"Gylle, kvæg",,,,,,,,,,
030211314,002,23.2,,,,3.07,3.75,7.93,0.34,2.21,,,2.83,,"Gylle, kvæg",,,,,,,,,,
030211313,002,52.4,,,,3.27,2.39,7.30,0.29,2.62,,1.31,1.64,,"Gylle, kvæg",,,,,,,,,,
030211313,002,52.4,,4/5/2013,,3.27,2.39,7.30,0.29,2.62,,1.31,1.64,,"Gylle, kvæg",,,,,,,,,,
070631414,001,,,4/15/2014,,3.32,3.96,7.29,0.66,1.89,,,3.02,,"Gylle, kvæg",,,,,,,,,,
030180909,005,76,,,,3.48,5.84,6.50,0.30,2.26,,18.00,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,005,45,,,,3.48,5.84,6.50,0.30,2.26,,18.00,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,005,70,,6/10/2009,,3.48,5.84,6.50,0.30,2.26,,18.00,1.55,,"Gylle, kvæg",,,,,,,,,,
030180909,005,91,,,,3.48,5.84,6.50,0.30,2.26,,18.00,1.55,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,4/15/2015,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661515,002,,,,,3.75,4.06,,0.60,2.89,,,2.97,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,4/21/2016,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
070661616,001,,,,,3.76,2.50,6.94,0.33,2.22,,,1.55,,"Gylle, kvæg",,,,,,,,,,
030181616,002,,,4/26/2016,,3.80,4.39,7.85,0.49,2.58,,,2.85,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,5/9/2016,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181616,001,,,,,4.01,4.01,7.66,0.56,2.69,,,2.82,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,4/16/2015,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.06,3.83,7.61,0.45,3.00,,,2.74,,"Gylle, kvæg",,,,,,,,,,
030181515,001,,,,,4.20,3.86,,0.42,3.78,,,2.65,,"Gylle, kvæg",,,,,,,,,,
030181515,002,,,,,4.20,3.86,,0.42,3.78,,,2.65,,"Gylle, kvæg",,,,,,,,,,
030181515,003,,,3/30/2015,,4.20,3.86,,0.42,3.78,,,2.65,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.20,4.69,,0.52,3.40,,,3.20,,"Gylle, kvæg",,,,,,,,,,
030181717,002,,,,,4.20,4.69,,0.52,3.40,,,3.20,,"Gylle, kvæg",,,,,,,,,,
030181717,003,,,3/30/2017,,4.20,4.69,,0.52,3.40,,,3.20,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
030181717,001,,,,,4.36,4.91,,0.52,3.40,,,3.39,,"Gylle, kvæg",,,,,,,,,,
