"","ID","Ref","Year","Country","Place","AirTemperature","Rainfall","irrigation","SoilType","Clay","SoilpH","SoilCEC","Crop","FertiliserType","Application","Method","WaterPerDay","NH3loss","SD","Reps","Application.rate","Duration","SOC","Rain.72h","Wind.7d","Temp.7d","Residues","chk","NBPT.dose","NBPT.NH3loss","NBPT.dose.1","NBPT.NH3loss.1","NBPT.dose.2","NBPT.NH3loss.2","NBPT.dose.3","NBPT.NH3loss.3","NBPT.dose.4","NBPT.NH3loss.4","inhibitor","inhibitor.NH3.loss","inhibitor.dose","Notes","Fertiliser"
"285",287,"Bundy and Bremner 1974",1974,"USA","Lab",30,NA,NA,"Clay",33,7.9,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,4,NA,1,NA,21,34.9,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"286",288,"Bundy and Bremner 1974",1974,"USA","Lab",30,NA,NA,"Sandy clay",30,6.8,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,9,NA,1,NA,21,16.5,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"287",289,"Bundy and Bremner 1974",1974,"USA","Lab",30,NA,NA,"Clay",21,7.2,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,3,NA,1,NA,21,29.2,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"319",321,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,25,5.9,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,2.9,NA,2,NA,35,3,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"320",322,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,18,6.7,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,21.9,NA,2,NA,35,14,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"321",323,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,17,5.5,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,26.4,NA,2,NA,35,5,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"322",324,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,16,4.4,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,4.1,NA,2,NA,35,17,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"323",325,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,3,6.9,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,59.4,NA,2,NA,35,4,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"324",326,"Buresh 1987",1987,"USA","Lab",26,NA,NA,NA,2,4.9,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,61.6,NA,2,NA,35,2,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"325",327,"Buresh 1987",1987,"USA","Lab",27,NA,NA,NA,2,4.9,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,18.4,NA,2,NA,28,2,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"326",328,"Buresh 1987",1987,"USA","Lab",27,NA,NA,NA,2,4.9,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,67.5,NA,2,NA,28,2,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"327",329,"Cai et al. 2002",2002,"China","Outdoor",27.7,2.1,0,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Broadcast","Micromet",0.21,44,NA,2,75,10,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"328",330,"Cai et al. 2002",2002,"China","Outdoor",27.7,120,0,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Incorporated","Micromet",12,11,NA,2,200,10,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"329",331,"Cai et al. 2002",2002,"China","Outdoor",27.7,120,0,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Broadcast","Micromet",10.91,48,NA,2,200,11,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"330",332,"Cai et al. 2002",2002,"China","Outdoor",22.3,4.3,0,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Incorporated","Micromet",0.36,12,NA,2,150,12,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"331",333,"Cai et al. 2002",2002,"China","Outdoor",22.3,4.3,0,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Broadcast","Micromet",0.36,26,NA,2,150,12,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"332",334,"Cai et al. 2002",2002,"China","Outdoor",17,3.3,0,"Sandy loam",45,8.6,7.7,"None","zUrea","Incorporated","Micromet",0.03,2.3,NA,2,120,100,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"333",335,"Cai et al. 2002",2002,"China","Outdoor",17,3.3,0,"Sandy loam",45,8.6,7.7,"None","zUrea","Broadcast","Micromet",0.03,2,NA,2,120,100,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"334",336,"Cai et al. 2002",2002,"China","Outdoor",6,18.3,0,"Sandy loam",45,8.6,7.7,"Cereal","zUrea","Broadcast","Micromet",1.22,15,NA,2,100,15,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"335",337,"Cai et al. 2002",2002,"China","Outdoor",27.7,2.1,NA,"Sandy loam",45,8.6,7.7,"Maize","zUrea","Broadcast","Micromet",0.21,18,NA,2,75,10,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"irrigated  information on irrigation rate is missing","Urea+"
"336",338,"Cai et al. 2002",2002,"China","Outdoor",6,18.3,NA,"Sandy loam",45,8.6,7.7,"Cereal","zUrea","Broadcast","Micromet",1.22,0.6,NA,2,100,15,10,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"irrigated  information on irrigation rate is missing","Urea+"
"358",364,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,5.4,NA,"None","AS","Incorporated","Ventilated chambers",NA,0.3,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"359",365,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,5.1,NA,"None","AS","Incorporated","Ventilated chambers",NA,0.1,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"360",366,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,5,NA,"None","AS","Incorporated","Ventilated chambers",NA,0.1,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"361",367,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,5,NA,"None","AS","Incorporated","Ventilated chambers",NA,0,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"362",368,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,6.7,NA,"None","AS","Incorporated","Ventilated chambers",NA,0.4,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"363",369,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,6.7,NA,"None","AS","Incorporated","Ventilated chambers",NA,0.8,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"364",370,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,6.7,NA,"None","AS","Incorporated","Ventilated chambers",NA,1.8,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"365",371,"Carter and Allison (1961)",1961,"USA","Lab",30,NA,NA,"Sandy loam",10,6.7,NA,"None","AS","Incorporated","Ventilated chambers",NA,2.4,NA,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"435",441,"Chadwick et al 2005",2005,"UK","Outdoor",9.6,59.6,0,"Loamy sand",12,7,7.3,"Cereal","UAN","Liquid","Windtunnel",2.84,9,1.9,3,100,21,NA,7,NA,7.5,"n","y",0.01,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"436",442,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,19.4,0,"Slity clay loam",35,6.9,21.6,"Cereal","UAN","Liquid","Windtunnel",0.92,13,4.6,3,100,21,NA,0,NA,14.7,"n","y",0.01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"437",443,"Chadwick et al 2005",2005,"UK","Outdoor",12.8,10.9,0,"Silty clay loam",35,7.8,30.4,"Cereal","UAN","Liquid","Windtunnel",0.52,17,2.1,3,100,21,NA,0.3,NA,11,"n","y",0.01,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"438",444,"Chadwick et al 2005",2005,"UK","Outdoor",10.6,73.4,0,"Silty clay loam",35,8.1,19.4,"Cereal","UAN","Liquid","Windtunnel",3.5,19,0.6,3,100,21,NA,15,NA,9.5,"n","y",0.01,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"439",445,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,7.9,33.1,"Cereal","UAN","Liquid","Windtunnel",0.83,14,3.4,3,100,21,NA,1,NA,14.7,"n","y",0.01,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"440",446,"Chadwick et al 2005",2005,"UK","Outdoor",8.8,26.8,0,"Loamy sand",12,7.1,6.7,"Cereal","UAN","Liquid","Windtunnel",1.28,20,0.8,3,100,21,NA,6.4,NA,8.4,"n","y",0.005,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"441",447,"Chadwick et al 2005",2005,"UK","Outdoor",8.6,18.4,0,"Loamy sand",12,7,6.7,"Cereal","UAN","Liquid","Windtunnel",0.88,10,2.1,3,100,21,NA,0.5,NA,9,"n","y",0.005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"442",448,"Chadwick et al 2005",2005,"UK","Outdoor",8.4,49,0,"Sandy loam",10,6.3,20.4,"Cereal","UAN","Liquid","Windtunnel",2.33,5,0.1,3,100,21,NA,5,NA,7.3,"n","y",0.005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"443",449,"Chadwick et al 2005",2005,"UK","Outdoor",10.9,40.6,0,"Clay loam",35,8.2,35,"Cereal","UAN","Liquid","Windtunnel",1.93,18,3,3,100,21,NA,2,NA,8.9,"n","y",0.005,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"444",450,"Chadwick et al 2005",2005,"UK","Outdoor",11.3,28.7,0,"Silty clay loam",35,8.3,33.4,"Cereal","UAN","Liquid","Windtunnel",1.37,11,2.4,3,100,21,NA,3.5,NA,9.3,"n","y",0.005,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","UAN"
"445",451,"Chadwick et al 2005",2005,"UK","Outdoor",12.8,26.6,0,"Loamy sand",12,7,5.7,"Cereal","UAN","Liquid","Windtunnel",1.27,16,2.2,3,100,21,13,1.3,NA,15.2,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","UAN"
"460",466,"Chadwick et al 2005",2005,"UK","Outdoor",4.2,35.2,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",1.68,26,10.3,3,100,21,NA,1,NA,3.1,"n","y",0.005,3,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"461",467,"Chadwick et al 2005",2005,"UK","Outdoor",9.7,53.6,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",2.55,10,1.3,3,100,21,NA,3,NA,9.2,"n","y",0.005,-2,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"462",468,"Chadwick et al 2005",2005,"UK","Outdoor",8,72.9,0,"Sandy loam",17,6.4,24.2,"Grass","zUrea","Broadcast","Windtunnel",3.47,12,2,3,100,21,NA,40,NA,NA,"n","y",0.005,1,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"463",469,"Chadwick et al 2005",2005,"UK","Outdoor",5.4,18,0,"Coarse sandy loam",5,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",0.86,43,4.6,3,100,21,NA,8,NA,2.8,"n","y",0.005,20,0.0025,23,0.005,25,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"464",470,"Chadwick et al 2005",2005,"UK","Outdoor",6.1,16,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",0.76,58,5.2,3,100,21,NA,3,NA,3,"n","y",0.005,13,0.0025,16,0.005,12,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"465",471,"Chadwick et al 2005",2005,"UK","Outdoor",6.4,31.3,0,"Silty clay loam",35,6.7,30.2,"Grass","zUrea","Broadcast","Windtunnel",1.49,30,1.8,3,100,21,NA,4,NA,3.6,"n","y",0.005,7,0.0025,8,0.005,9,NA,NA,NA,NA,NA,NA,NA,"Table 4  SD=SE","Urea+"
"466",472,"Chadwick et al 2005",2005,"UK","Outdoor",9.6,59.6,0,"Loamy sand",12,7,7.3,"Cereal","zUrea","Broadcast","Windtunnel",2.84,10,1,3,100,21,NA,7,NA,7.5,"n","y",0.01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"467",473,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,19.4,0,"Slity clay loam",35,6.9,21.6,"Cereal","zUrea","Broadcast","Windtunnel",0.92,23,NA,3,100,21,NA,0,NA,14.7,"n","y",0.01,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5","Urea+"
"468",474,"Chadwick et al 2005",2005,"UK","Outdoor",12.8,10.9,0,"Silty clay loam",35,7.8,30.4,"Cereal","zUrea","Broadcast","Windtunnel",0.52,33,2.5,3,100,21,NA,0.3,NA,11,"n","y",0.01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"469",475,"Chadwick et al 2005",2005,"UK","Outdoor",10.6,73.4,0,"Silty clay loam",35,8.1,19.4,"Cereal","zUrea","Broadcast","Windtunnel",3.5,10,1.6,3,100,21,NA,15,NA,9.5,"n","y",0.01,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"470",476,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,7.9,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,27,2.9,3,100,21,NA,1,NA,14.7,"n","y",0.01,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"471",477,"Chadwick et al 2005",2005,"UK","Outdoor",8.8,26.8,0,"Loamy sand",12,7.1,6.7,"Cereal","zUrea","Broadcast","Windtunnel",1.28,43,3.5,3,100,21,NA,6.4,NA,8.4,"n","y",0.005,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"472",478,"Chadwick et al 2005",2005,"UK","Outdoor",8.6,18.4,0,"Loamy sand",12,7,6.7,"Cereal","zUrea","Broadcast","Windtunnel",0.88,35,3.2,3,100,21,NA,0.5,NA,9,"n","y",0.005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"473",479,"Chadwick et al 2005",2005,"UK","Outdoor",8.4,49,0,"Sandy loam",10,6.3,20.4,"Cereal","zUrea","Broadcast","Windtunnel",2.33,19,4.2,3,100,21,NA,5,NA,7.3,"n","y",0.005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"474",480,"Chadwick et al 2005",2005,"UK","Outdoor",10.9,40.6,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Broadcast","Windtunnel",1.93,18,1.8,3,100,21,NA,2,NA,8.9,"n","y",0.005,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"475",481,"Chadwick et al 2005",2005,"UK","Outdoor",11.3,28.7,0,"Silty clay loam",35,8.3,33.4,"Cereal","zUrea","Broadcast","Windtunnel",1.37,19,1.1,3,100,21,NA,3.5,NA,9.3,"n","y",0.005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 5  SD=SE","Urea+"
"476",482,"Chadwick et al 2005",2005,"UK","Outdoor",10.8,22.6,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",1.08,19,NA,3,100,21,96,0.717460317,NA,8.2,"n","y",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation","Urea+"
"477",483,"Chadwick et al 2005",2005,"UK","Outdoor",18.7,28.2,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",1.34,25,8.5,3,100,21,96,0.895238095,NA,19.6,"n","y",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"478",484,"Chadwick et al 2005",2005,"UK","Outdoor",19.6,16.2,0,"Silty clay loam",35,6.1,28.2,"Grass","zUrea","Broadcast","Windtunnel",0.77,14,5.8,3,100,21,NA,13.4,NA,17.7,"n","y",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"479",485,"Chadwick et al 2005",2005,"UK","Outdoor",19.7,28,0,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",1.33,33,8,3,100,21,28,5,NA,20.1,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"480",486,"Chadwick et al 2005",2005,"UK","Outdoor",21.1,16.2,0,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",0.77,36,6.3,3,100,21,28,13.4,NA,17.8,"n","y",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"481",487,"Chadwick et al 2005",2005,"UK","Outdoor",16.1,31,0,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",1.48,20,5.5,3,100,21,28,16,NA,16.6,"n","y",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"482",488,"Chadwick et al 2005",2005,"UK","Outdoor",16.7,36.4,0,"Silty clay loam",35,6.7,30.4,"Grass","zUrea","Broadcast","Windtunnel",1.73,15,5.5,3,100,21,50,20.8,NA,16.4,"n","y",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"483",489,"Chadwick et al 2005",2005,"UK","Outdoor",19.3,43.7,0,"Silty clay loam",35,6.7,30.4,"Grass","zUrea","Broadcast","Windtunnel",2.08,34,17.9,3,100,21,50,11.3,NA,18.4,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"484",490,"Chadwick et al 2005",2005,"UK","Outdoor",17.5,30.6,0,"Clay",47,7.9,25.1,"Grass","zUrea","Broadcast","Windtunnel",1.46,25,7.8,3,100,21,NA,1.5,NA,17.7,"n","y",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"485",491,"Chadwick et al 2005",2005,"UK","Outdoor",12.8,26.6,0,"Loamy sand",12,7,5.7,"Cereal","zUrea","Broadcast","Windtunnel",1.27,18,1.1,3,100,21,13,1.3,NA,15.2,"n","y",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"486",492,"Chadwick et al 2005",2005,"UK","Outdoor",13.1,40.2,0,"Sandy loam",10,6.9,21.6,"Cereal","zUrea","Broadcast","Windtunnel",1.91,2,3.9,3,100,21,9,1.28,NA,14,"n","y",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  SD=SE","Urea+"
"487",493,"Chadwick et al 2005",2005,"UK","Outdoor",22.4,2.6,0,"Loamy sand",12,7,5.7,"Grass","zUrea","Broadcast","Windtunnel",0.12,32,10.8,3,100,21,NA,2.4,NA,24.1,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6  72h precipitation estimated by 7d precipitation  SD=SE","Urea+"
"488",494,"Chadwick et al 2005",2005,"UK","Outdoor",14,NA,0,"Sandy loam",10,6.5,NA,"Cereal","zUrea","Broadcast","Windtunnel",NA,22,NA,3,100,21,NA,NA,NA,NA,"n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"489",495,"Chadwick et al 2005",2005,"UK","Outdoor",14,NA,0,"Sandy loam",10,6.5,NA,"Cereal","zUrea","Broadcast","Windtunnel",NA,23,NA,3,100,21,NA,NA,NA,NA,"n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"490",496,"Chadwick et al 2005",2005,"UK","Outdoor",14,NA,0,"Sandy loam",10,6.5,NA,"Grass","zUrea","Broadcast","Windtunnel",NA,12,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"491",497,"Chadwick et al 2005",2005,"UK","Outdoor",14,NA,0,"Sandy loam",10,6.5,NA,"Grass","zUrea","Broadcast","Windtunnel",NA,20,NA,3,100,21,NA,NA,NA,NA,"n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"492",498,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,NA,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Injected","Windtunnel",NA,5.8,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"493",499,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,NA,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Injected","Windtunnel",NA,4.8,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"494",500,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,NA,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Injected","Windtunnel",NA,6.7,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"495",501,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,NA,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Injected","Windtunnel",NA,6.9,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"496",502,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,NA,0,"Clay loam",35,8.2,35,"Cereal","zUrea","Injected","Windtunnel",NA,7.1,NA,3,100,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"497",503,"Chadwick et al 2005",2005,"UK","Outdoor",NA,NA,NA,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",NA,12.5,NA,3,30,21,NA,1,14.7,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38120","Urea+"
"498",504,"Chadwick et al 2005",2005,"UK","Outdoor",NA,NA,NA,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",NA,20,NA,3,60,21,NA,1,14.7,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38120","Urea+"
"499",505,"Chadwick et al 2005",2005,"UK","Outdoor",NA,NA,NA,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",NA,20.5,NA,3,90,21,NA,1,14.7,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38120","Urea+"
"500",506,"Chadwick et al 2005",2005,"UK","Outdoor",NA,NA,NA,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",NA,21,NA,3,120,21,NA,1,14.7,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38120","Urea+"
"501",507,"Chadwick et al 2005",2005,"UK","Outdoor",NA,NA,NA,"Sandy loam",10,6.5,17.2,"Grass","zUrea","Broadcast","Windtunnel",NA,22.5,NA,3,150,21,NA,1,14.7,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38120","Urea+"
